City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
210,borba,-4.3878,-59.5939,296.23,99,100,1.25,BR,1709467065
211,giado,31.9582,12.0203,294.25,16,1,5.04,LY,1709467065
212,khandyga,62.6667,135.6,243.74,100,94,0.8,RU,1709467066
213,grand-lahou,5.1367,-5.0242,303.99,68,69,3.31,CI,1709467066
214,patterson,37.4716,-121.1297,280.4,89,96,0.9,US,1709466775
215,konarka,19.9,86.1167,305.37,67,2,5.36,IN,1709467067
216,eydhafushi,5.1033,73.0708,301.72,72,1,5.19,MV,1709467068
217,cole harbour,44.6724,-63.4751,278.11,94,100,0.89,CA,1709467068
218,san antonio de pale,-1.4014,5.6325,301.47,74,88,1.67,GQ,1709467069
219,atafu village,-8.5421,-172.5159,302.52,75,82,5.69,TK,1709467069
220,tubarjal,30.4999,38.216,292.24,37,0,7.32,SA,1709467070
221,karagandy,49.8019,73.1021,260.12,94,99,2.07,KZ,1709467071
222,coyhaique,-45.5752,-72.0662,281.49,75,0,1.54,CL,1709467071
223,port saint john's,-31.6229,29.5448,300.96,68,49,3.66,ZA,1709467072
224,rio preto da eva,-2.6994,-59.6997,297.48,93,100,1.13,BR,1709466899
225,gryfow slaski,51.0308,15.4202,285.93,68,98,4.51,PL,1709467073
226,chandler,33.3062,-111.8412,288.16,57,1,2.7,US,1709466850
227,umm kaddadah,13.6017,26.6876,308.2,7,66,7.48,SD,1709467074
228,verkhotur'ye,58.8627,60.8054,273.8,90,80,3.8,RU,1709467074
229,okhotsk,59.3833,143.3,261.38,88,100,2.2,RU,1709467075
230,polyarnyy,69.1989,33.4478,274.07,100,100,5.0,RU,1709467075
231,ghanzi,-21.5667,21.7833,307.82,17,12,3.13,BW,1709467076
232,mejit,10.2753,170.8646,299.91,80,87,11.34,MH,1709467077
233,kulhudhuffushi,6.6221,73.07,301.8,72,2,5.28,MV,1709467077
234,praia da vitoria,38.7333,-27.0667,291.29,68,75,8.47,PT,1709467078
235,san patricio,28.017,-97.5169,292.5,96,91,2.65,US,1709467078
236,hammerfest,70.6634,23.6821,275.4,100,75,2.06,NO,1709467079
237,marsabit,2.3284,37.9899,301.68,34,89,5.58,KE,1709467079
238,faya-largeau,17.9257,19.1043,307.52,7,35,7.7,TD,1709467080
239,belfast,54.5833,-5.9333,280.03,82,20,4.12,GB,1709467080
240,pereiaslav-khmelnytskyi,50.0877,31.4795,276.74,70,100,6.03,UA,1709467081
241,college,64.8569,-147.8028,248.14,65,0,3.6,US,1709467075
242,chonchi,-42.6128,-73.8092,279.88,78,10,1.5,CL,1709467082
243,haifa,32.8156,34.9892,291.67,66,40,5.14,IL,1709467083
244,alenquer,-1.9417,-54.7383,297.98,92,100,0.71,BR,1709466859
245,taitung city,22.7583,121.1444,292.3,77,75,2.06,TW,1709467084
246,ha giang,22.8333,104.9833,290.37,81,6,1.48,VN,1709467084
247,alofi,-19.0595,-169.9187,299.09,78,70,3.09,NU,1709467085
248,hirara,24.8,125.2833,292.3,88,75,8.75,JP,1709467085
249,sirjan,29.452,55.6814,285.21,18,58,2.85,IR,1709467086
250,tofol,5.3248,163.0078,301.37,79,100,9.33,FM,1709467087
251,colonia,50.9333,6.95,289.23,61,0,3.6,DE,1709467087
252,pleiku,13.9833,108.0,294.27,74,20,3.29,VN,1709466814
253,piacabucu,-10.4056,-36.4344,303.74,65,84,4.1,BR,1709467088
254,port alfred,-33.5906,26.891,294.92,94,99,1.34,ZA,1709467089
255,lerwick,60.1545,-1.1494,280.15,91,100,12.53,GB,1709467089
256,alta,69.9689,23.2717,273.81,81,40,6.26,NO,1709467090
257,andreyevo,55.9465,41.1505,270.87,100,12,1.04,RU,1709467091
258,qalat,32.1058,66.9083,275.18,48,86,6.86,AF,1709467091
259,anjiang,27.3194,110.1031,283.82,84,100,1.08,CN,1709467092
260,kalkar,51.7333,6.3,289.03,61,0,0.0,DE,1709467092
261,leh,34.1667,77.5833,266.67,83,100,1.58,IN,1709467093
262,ulladulla,-35.35,150.4667,291.33,74,65,1.47,AU,1709467094
263,howrah,22.5892,88.3103,303.15,48,40,4.12,IN,1709467094
264,ulsteinvik,62.3432,5.8487,282.22,80,64,2.22,NO,1709467095
265,nishinoomote,30.7333,131.0,286.59,57,27,6.29,JP,1709467096
266,saynshand,44.8824,110.1163,258.58,90,78,3.29,MN,1709467096
267,buala,-8.145,159.5921,300.37,82,100,1.47,SB,1709467097
268,kodinsk,58.6881,99.1844,256.29,99,98,1.36,RU,1709467098
269,nova vicosa,-17.8919,-39.3719,300.25,69,91,4.24,BR,1709467098
270,lamu,-2.2717,40.902,303.58,65,95,6.76,KE,1709467099
271,tarko-sale,64.9225,77.785,268.87,97,100,3.73,RU,1709467099
272,kerikeri,-35.2268,173.9474,291.99,90,100,2.6,NZ,1709467100
273,horsham,51.064,-0.3272,282.88,72,20,1.54,GB,1709467100
274,saldanha,-33.0117,17.9442,301.18,69,100,2.45,ZA,1709467101
275,tolanaro,-25.0319,46.9987,303.19,66,20,9.26,MG,1709467102
276,xichang,27.8964,102.2634,289.2,40,0,2.6,CN,1709467102
277,bathsheba,13.2167,-59.5167,297.49,88,40,2.57,BB,1709467103
278,zhanibek,49.4167,46.85,274.2,72,6,5.96,KZ,1709467103
279,arkalyk,50.2486,66.9114,263.7,94,94,2.38,KZ,1709467104
280,flying fish cove,-10.4217,105.6791,299.97,94,40,1.03,CX,1709467104
281,haiku-pauwela,20.9219,-156.3051,294.84,82,0,5.14,US,1709467105
282,nacozari de garcia,30.3742,-109.6908,281.09,43,33,1.9,MX,1709467106
283,paramonga,-10.6667,-77.8333,296.54,83,84,2.78,PE,1709467106
284,port hedland,-20.3167,118.5667,302.18,79,40,3.09,AU,1709467107
285,fort st. john,56.2499,-120.8529,250.09,77,100,7.2,CA,1709466861
286,severo-yeniseyskiy,60.3725,93.0408,261.25,92,100,3.58,RU,1709467108
287,fort mcmurray,56.7268,-111.381,251.92,77,100,3.09,CA,1709467108
288,portland,45.5234,-122.6762,276.47,94,100,4.92,US,1709467080
289,bernay,49.1667,0.6667,281.55,74,99,3.58,FR,1709467110
290,burgdorf,52.4463,10.0064,287.2,78,20,5.66,DE,1709467110
291,coquimbo,-29.9533,-71.3436,290.0,94,100,2.57,CL,1709467111
292,eilat,29.5581,34.9482,296.06,27,24,5.14,IL,1709467111
293,sao raimundo nonato,-9.0153,-42.6994,299.63,82,100,1.33,BR,1709467112
294,amper,9.35,9.7,310.34,8,98,2.16,NG,1709467113
295,dawei,14.0833,98.2,300.1,68,58,2.14,MM,1709467113
296,loukhi,66.0764,33.0381,274.36,99,100,4.15,RU,1709467114
297,laojunmiao,39.8333,97.7333,267.79,64,81,1.92,CN,1709467114
298,tura,25.5198,90.2201,295.89,36,0,1.23,IN,1709467115
299,licata,37.1071,13.9461,290.87,74,30,4.97,IT,1709467115
300,tweed heads,-28.1817,153.547,298.69,94,100,0.0,AU,1709467116
301,mikhaylovsk,45.1283,42.0256,276.27,87,75,10.0,RU,1709467116
302,gaya,24.7833,85.0,293.1,88,75,2.57,IN,1709467117
303,wanning,18.8003,110.3967,295.87,90,71,4.77,CN,1709467117
304,sitka,57.0531,-135.33,265.09,38,0,2.06,US,1709467118
305,karratha,-20.7377,116.8463,302.33,67,73,3.06,AU,1709467118
306,bardai,11.65,7.2333,309.31,7,94,4.25,NG,1709467119
307,al jammaliyah,31.1809,31.8652,292.1,46,56,6.83,EG,1709467119
308,ribeira brava,32.65,-17.0667,293.22,65,1,0.07,PT,1709467120
309,revda,56.801,59.9303,270.85,91,100,5.93,RU,1709467121
310,barakani,-12.1356,44.4317,301.23,76,97,2.4,KM,1709467121
311,lompoc,34.6391,-120.4579,284.7,94,100,1.54,US,1709466829
312,puerto deseado,-47.7503,-65.8938,282.45,58,6,13.75,AR,1709467122
313,broken hill,-31.95,141.4333,296.87,27,0,6.21,AU,1709467123
314,luwuk,-0.9516,122.7875,299.98,89,100,1.1,ID,1709467123
315,mount pearl,47.5166,-52.7813,275.45,90,75,9.26,CA,1709467124
316,ndibene dahra,15.3338,-15.4766,303.14,6,5,6.34,SN,1709467124
317,evergem,51.1455,3.7118,282.14,92,100,4.04,BE,1709467125
318,sao miguel do araguaia,-13.275,-50.1628,300.32,81,100,1.59,BR,1709467047
319,west bay,19.3667,-81.4167,298.19,83,20,3.09,KY,1709467126
320,ciudad lazaro cardenas,17.9583,-102.2,293.87,78,45,1.9,MX,1709467126
321,lere,10.387,8.5726,308.96,8,99,4.46,NG,1709467127
322,arawa,-6.2132,155.5367,298.88,91,68,0.55,PG,1709467128
323,tinogasta,-28.0632,-67.5649,293.18,84,99,2.91,AR,1709467129
324,simanggang,1.2472,111.4528,302.14,89,96,0.0,MY,1709467129
325,horta,38.5333,-28.6333,289.83,80,75,8.23,PT,1709466881
326,tauranga,-37.6861,176.1667,292.51,95,78,0.33,NZ,1709467130
327,banjarmasin,-3.3244,114.591,301.23,91,99,0.4,ID,1709467131
328,harbin,45.75,126.65,263.12,91,45,2.57,CN,1709467132
329,shohimardon,39.9839,71.8028,269.58,97,100,1.9,UZ,1709467132
330,midvagur,62.0511,-7.1939,281.61,71,75,11.32,FO,1709467133
331,paita,-5.0892,-81.1144,298.09,81,99,2.78,PE,1709467133
332,la'ie,21.6477,-157.9253,295.16,83,20,2.24,US,1709467134
333,luganville,-15.5333,167.1667,301.04,86,100,1.9,VU,1709467135
334,medina,24.4686,39.6142,303.39,19,20,4.63,SA,1709466864
335,susuman,62.7833,148.1667,252.58,96,100,1.79,RU,1709467136
336,weyburn,49.6668,-103.8511,264.27,92,100,5.66,CA,1709467137
337,kresttsy,58.2452,32.5165,277.65,72,12,3.42,RU,1709467137
338,cidreira,-30.1811,-50.2056,299.57,77,100,3.67,BR,1709467138
339,shiyan,32.6475,110.7781,283.96,66,7,3.06,CN,1709467138
340,vilyuchinsk,52.9306,158.4028,267.3,86,100,3.11,RU,1709467139
341,yaren,-0.5472,166.916,301.16,78,79,5.05,NR,1709467139
342,liepaja,56.5419,21.0367,284.14,50,0,6.69,LV,1709467140
343,solnechnyy,50.7214,136.6319,254.49,96,90,1.78,RU,1709467141
344,gerede,40.8008,32.1969,280.59,61,76,2.67,TR,1709467141
345,babu,24.4167,111.5167,284.61,94,100,1.13,CN,1709467142
346,magdalena de kino,30.6333,-110.95,283.84,37,5,1.35,MX,1709467142
347,road town,18.4167,-64.6167,298.17,73,40,7.2,VG,1709467143
348,zhangzhou,24.5133,117.6556,288.11,76,3,2.13,CN,1709467143
349,zaragoza,41.6561,-0.8773,283.71,53,75,6.69,ES,1709466864
350,portstewart,55.1813,-6.714,279.98,75,87,2.92,GB,1709467144
351,parakou,9.3372,2.6303,309.91,30,98,2.54,BJ,1709467145
352,al bayda',32.7627,21.7551,288.28,46,9,6.6,LY,1709467148
353,tangalle,6.024,80.7911,305.24,73,28,5.03,LK,1709467148
354,ketchikan,55.3422,-131.6461,272.14,59,100,3.6,US,1709467149
355,trondheim,63.4305,10.3951,283.18,97,82,4.38,NO,1709466894
356,sola,-13.8833,167.55,301.77,81,97,6.76,VU,1709467150
357,great falls,47.5002,-111.3008,259.4,78,100,3.09,US,1709466876
358,dabola,10.75,-11.1167,310.61,12,6,2.1,GN,1709467151
359,callao,-12.0667,-77.15,298.55,83,40,3.09,PE,1709467152
360,petropavlovsk-kamchatsky,53.0452,158.6483,266.48,63,75,2.0,RU,1709467153
361,kununurra,-15.7667,128.7333,301.14,89,100,2.06,AU,1709467153
362,cannonvale,-20.2833,148.7,300.81,83,13,2.89,AU,1709467154
363,hilo,19.7297,-155.09,293.49,92,100,3.09,US,1709467154
364,vernon,50.2581,-119.2691,271.9,72,61,1.03,CA,1709467155
365,jinxiang,27.4327,120.6062,283.62,71,40,1.38,CN,1709467155
366,vila franca do campo,37.7167,-25.4333,291.42,99,97,7.68,PT,1709467156
367,saint-pierre,-21.3393,55.4781,303.97,70,75,5.66,RE,1709467157
368,belmonte,-15.8631,-38.8828,299.95,84,58,2.98,BR,1709467157
369,guarapari,-20.6667,-40.4975,299.35,64,71,2.22,BR,1709467158
370,hasaki,35.7333,140.8333,279.42,41,2,6.77,JP,1709467158
371,panguipulli,-39.6333,-72.3333,280.34,72,11,1.15,CL,1709467159
372,masterton,-40.9597,175.6575,292.09,82,41,4.05,NZ,1709467159
373,bol'sherech'ye,56.0925,74.6272,267.24,95,100,6.01,RU,1709467160
374,amga,60.8953,131.9608,252.47,100,100,0.8,RU,1709467160
375,punta alta,-38.8759,-62.0736,290.28,27,0,6.45,AR,1709466938
376,prachuap khiri khan,12.2167,99.75,299.17,71,99,2.13,TH,1709467162
377,nagqu,31.5,92.0,274.26,33,93,9.27,CN,1709467162
378,floro,61.5996,5.0328,285.19,66,20,2.57,NO,1709467163
379,olonkinbyen,70.9221,-8.7187,272.12,84,25,5.61,SJ,1709467164
380,taulaga,-11.0553,-171.0883,302.1,80,74,8.03,AS,1709467164
381,vilyuysk,63.7553,121.6247,253.15,100,100,1.79,RU,1709467165
382,fonte boa,-2.4959,-66.2662,296.11,97,100,0.47,BR,1709467165
383,porto novo,6.4965,2.6036,302.05,52,95,4.61,BJ,1709466883
384,yamrat,10.1116,9.826,309.37,8,100,2.82,NG,1709467166
385,banff,51.1762,-115.5698,250.36,77,91,0.51,CA,1709467026
386,cafayate,-26.073,-65.9761,294.67,75,84,1.24,AR,1709467167
387,san ciro de acosta,21.6333,-99.8167,289.39,90,24,0.69,MX,1709467168
388,san luis de la loma,17.2706,-100.8939,296.11,53,19,2.09,MX,1709467168
389,druzhny,53.6238,27.8977,278.29,55,41,6.12,BY,1709467169
390,ulan bator,47.9077,106.8832,259.22,78,75,2.0,MN,1709467169
391,nangwa,-4.4667,35.45,298.31,51,86,1.25,TZ,1709467170
392,buka,40.8108,69.1986,275.54,85,100,2.62,UZ,1709467170
393,fortuna,40.5982,-124.1573,276.85,96,100,5.66,US,1709467171
394,faaa,-17.55,-149.6,300.13,78,40,1.03,PF,1709467171
395,cukai,4.25,103.4167,302.12,85,100,3.41,MY,1709467172
396,gornozavodsk,58.3758,58.3211,271.92,94,100,4.77,RU,1709467173
397,esmeraldas,-19.7625,-44.3139,298.56,82,9,3.48,BR,1709467174
398,mahibadhoo,3.7833,72.9667,301.24,76,3,4.7,MV,1709467174
399,kharp,66.8014,65.8081,263.93,96,64,1.64,RU,1709467175
400,ta`u,-14.2336,-169.5144,301.4,81,51,9.06,AS,1709467176
401,tamale,9.4008,-0.8393,310.41,32,82,3.03,GH,1709467176
402,i-n-salah,27.1935,2.4607,298.77,10,0,1.35,DZ,1709467177
403,sertaozinho,-21.1378,-47.9903,298.21,56,4,1.17,BR,1709467177
404,prince george,53.9166,-122.753,254.84,74,100,2.57,CA,1709467178
405,copala,16.65,-98.9833,296.01,57,1,1.66,MX,1709467178
406,nuuk,64.1835,-51.7216,264.67,88,100,6.61,GL,1709467179
407,mohr,54.3528,9.7167,284.92,92,100,6.17,DE,1709467179
408,naracoorte,-36.9579,140.7383,285.77,69,0,4.91,AU,1709467180
409,idri,27.5,13.2667,300.35,8,0,5.3,LY,1709467181
410,deutschlandsberg,46.8153,15.2222,289.77,49,55,3.34,AT,1709467181
411,puntarenas,9.9763,-84.8384,296.73,76,9,1.39,CR,1709467182
412,villa gesell,-37.2639,-56.973,291.51,45,0,4.71,AR,1709467182
413,ronne,55.1009,14.7066,283.1,81,97,6.69,DK,1709467183
414,tamanrasset,22.785,5.5228,299.1,5,0,1.54,DZ,1709467183
415,queenstown,-31.8976,26.8753,306.01,25,72,5.41,ZA,1709467184
416,namibe,-15.1961,12.1522,300.72,65,97,4.66,AO,1709467184
417,sao felix do xingu,-6.6447,-51.995,298.58,89,97,1.07,BR,1709467185
418,santiago de cao,-7.9589,-79.2392,295.22,83,75,2.06,PE,1709467185
419,brisas de zicatela,15.8369,-97.0419,297.53,64,0,2.52,MX,1709467186
420,antsiranana,-12.2787,49.2917,297.57,100,75,0.0,MG,1709467186
421,kavaratti,10.5669,72.642,301.8,70,6,5.25,IN,1709467187
422,butia,-30.1197,-51.9622,297.02,88,100,1.44,BR,1709467188
423,bothaville,-27.3887,26.617,308.22,15,6,1.42,ZA,1709467188
424,boende,-0.2167,20.8667,304.27,50,99,1.94,CD,1709467189
425,codrington,-38.2667,141.9667,286.12,68,13,5.14,AU,1709467189
426,glace bay,46.1969,-59.957,277.74,88,100,4.63,CA,1709467190
427,altai,46.3722,96.2583,259.43,70,100,0.65,MN,1709467190
428,ballina,-28.8667,153.5667,294.14,92,100,1.96,AU,1709467191
429,alto barinas,8.5931,-70.2261,299.85,49,85,2.54,VE,1709467191
430,contamana,-7.3333,-75.0167,295.91,98,99,0.8,PE,1709467192
431,wotje,9.4543,170.2367,300.04,80,100,11.68,MH,1709467192
432,bandon,51.7469,-8.7425,281.92,67,57,5.62,IE,1709467193
433,nyurba,63.2842,118.3319,256.27,99,99,1.87,RU,1709467193
434,rio claro,-22.4114,-47.5614,299.48,75,0,0.67,BR,1709467194
